enqueue p1-1 1
enqueue p2-1 1
enqueue p3-1 1
enqueue p4-1 1
enqueue p5-1 1
enqueue p6-1 1
enqueue p7-1 1
enqueue p8-1 1
enqueue p9-1 1
enqueue p10-1 1
enqueue p11-1 1
enqueue p12-1 1
enqueue p13-1 1
enqueue p14-1 1
enqueue p15-1 1
enqueue p16-1 1
enqueue p17-1 1
enqueue p18-1 1
enqueue p19-1 1
enqueue p20-1 1
enqueue p21-1 1
enqueue p22-1 1
enqueue p23-1 1
enqueue p24-1 1
enqueue p25-1 1
enqueue p26-1 1
enqueue p27-1 1
enqueue p28-1 1
enqueue p29-1 1
enqueue p30-1 1
enqueue p31-1 1
enqueue p32-1 1
enqueue p33-1 1
enqueue p34-1 1
enqueue p35-1 1
enqueue p36-1 1
enqueue p37-1 1
enqueue p38-1 1
enqueue p39-1 1
enqueue p40-1 1
enqueue p41-1 1
enqueue p42-1 1
enqueue p43-1 1
enqueue p44-1 1
enqueue p45-1 1
enqueue p46-1 1
enqueue p47-1 1
enqueue p48-1 1
enqueue p49-1 1
enqueue p50-1 1
enqueue p51-1 1
enqueue p52-1 1
enqueue p53-1 1
enqueue p54-1 1
enqueue p55-1 1
enqueue p56-1 1
enqueue p57-1 1
enqueue p58-1 1
enqueue p59-1 1
enqueue p60-1 1
enqueue p61-1 1
enqueue p62-1 1
enqueue p63-1 1
enqueue p64-1 1
enqueue p65-1 1
enqueue p66-1 1
enqueue p67-1 1
enqueue p68-1 1
enqueue p69-1 1
enqueue p70-1 1
enqueue p71-1 1
enqueue p72-1 1
enqueue p73-1 1
enqueue p74-1 1
enqueue p75-1 1
enqueue p76-1 1
enqueue p77-1 1
enqueue p78-1 1
enqueue p79-1 1
enqueue p80-1 1
enqueue p81-1 1
enqueue p82-1 1
enqueue p83-1 1
enqueue p84-1 1
enqueue p85-1 1
enqueue p86-1 1
enqueue p87-1 1
enqueue p88-1 1
enqueue p89-1 1
enqueue p90-1 1
enqueue p91-1 1
enqueue p92-1 1
enqueue p93-1 1
enqueue p94-1 1
enqueue p95-1 1
enqueue p96-1 1
enqueue p97-1 1
enqueue p98-1 1
enqueue p99-1 1
enqueue p100-1 1
